"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miR_name","expression","significant"
"hsa-miR-330-3p",1753.66136123474,-0.0493847039605883,0.10681433519364,-0.462341537501126,0.643836416712446,0.995349032638086,"hsa-miR-330-3p","NS","grey80"
"hsa-miR-331-3p",821.928688907363,-0.077779535715011,0.162597067308281,-0.47835755590562,0.632395737596103,0.995349032638086,"hsa-miR-331-3p","NS","grey80"
"hsa-miR-338-5p",2295.58058065374,-0.049453201176671,0.0823518536190442,-0.600511087527419,0.548165673857951,0.995349032638086,"hsa-miR-338-5p","NS","grey80"
"hsa-miR-338-3p",166.985211404948,-0.182977337039117,0.240474842266026,-0.760900122918876,0.446716725137454,0.995349032638086,"hsa-miR-338-3p","NS","grey80"
"hsa-miR-339-5p",6329.35424851737,0.0257857199298217,0.0777119453014002,0.331811535920426,0.740031572931612,0.995349032638086,"hsa-miR-339-5p","NS","grey80"
"hsa-miR-339-3p",2962.6483242118,-0.0825056536897816,0.0839273931639087,-0.983059887594144,0.325577964786965,0.995349032638086,"hsa-miR-339-3p","NS","grey80"
"hsa-miR-33a-5p",55.2070066240508,-0.151978106467616,0.515344759745003,-0.294905698745858,0.768065918484134,0.995349032638086,"hsa-miR-33a-5p","NS","grey80"
"hsa-miR-342-3p",6035.72313125877,-0.0469955941535325,0.0845595618800606,-0.555769130168758,0.578368691143697,0.995349032638086,"hsa-miR-342-3p","NS","grey80"
"hsa-miR-34a-5p",2033.48490102381,0.0394345229913094,0.116851726120312,0.33747488634192,0.735758940697509,0.995349032638086,"hsa-miR-34a-5p","NS","grey80"
"hsa-miR-34b-3p",26.0949397261939,0.686847815980135,0.66488893790003,1.03302638505231,0.301591551225317,0.995349032638086,"hsa-miR-34b-3p","NS","grey80"
"hsa-miR-34c-3p",6.00508433321977,1.14362410953543,1.52453398887463,0.750146679497529,0.453166368238604,0.995349032638086,"hsa-miR-34c-3p","|log2FC| > 1","darkgreen"
"hsa-miR-3605-3p",142.163502132363,0.201870862038314,0.277616878193567,0.727156300264859,0.467130212865932,0.995349032638086,"hsa-miR-3605-3p","NS","grey80"
"hsa-miR-3609",47.0782384990394,0.321915128534254,0.56876920661768,0.565985508337552,0.571403631864193,0.995349032638086,"hsa-miR-3609","NS","grey80"
"hsa-miR-361-3p",3907.51294559016,0.0272119799699524,0.0857474163551254,0.317350436044081,0.750977711160209,0.995349032638086,"hsa-miR-361-3p","NS","grey80"
"hsa-miR-3611",8.32805290382819,0.252750400329329,0.984383898902888,0.256759990295477,0.797364057916036,0.995349032638086,"hsa-miR-3611","NS","grey80"
"hsa-miR-3615",670.204447594144,0.0557221704359265,0.123843882503575,0.449938820630223,0.65275455480776,0.995349032638086,"hsa-miR-3615","NS","grey80"
"hsa-miR-3619-5p",9.90184440975449,1.08443684176857,1.09790725447687,0.987730828215794,0.323284492195133,0.995349032638086,"hsa-miR-3619-5p","|log2FC| > 1","darkgreen"
"hsa-miR-3620-3p",6.65971588456524,-1.03460881509927,1.27110883212736,-0.813941960711359,0.41567820095395,0.995349032638086,"hsa-miR-3620-3p","|log2FC| > 1","darkgreen"
"hsa-miR-363-5p",42.0928458965832,0.264506255416596,0.545026377235085,0.485309090467208,0.627457108108307,0.995349032638086,"hsa-miR-363-5p","NS","grey80"
"hsa-miR-365a-3p",503.292996446851,-0.105173686847345,0.147223466681796,-0.714381268270665,0.474991451651369,0.995349032638086,"hsa-miR-365a-3p","NS","grey80"
