"X.1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","expression","significant"
"C11orf96",829.590831684234,0.518936640308837,0.042075761964697,12.3333866358556,5.98762365380987e-35,6.975856218324e-33,"C11orf96","P.adj < 0.05","blue"
"VGF",1337.95702066462,0.758401085052404,0.0619314465320146,12.2458157772943,1.76889437918839e-34,2.04210815648303e-32,"VGF","P.adj < 0.05","blue"
"RGPD4",826.516141627501,0.486190128561909,0.0397052241140414,12.2449914188993,1.78695983305464e-34,2.04437864143791e-32,"RGPD4","P.adj < 0.05","blue"
"ZNF184",308.793365742161,0.760589350227247,0.062506757044252,12.1681140758716,4.59578383825167e-34,5.21088026446053e-32,"ZNF184","P.adj < 0.05","blue"
"CCNH",976.371974052843,0.605262020251065,0.0501758705532978,12.0628105417353,1.66019051290765e-33,1.86573091357648e-31,"CCNH","P.adj < 0.05","blue"
"HMGCR",1385.09670610816,0.526908122363421,0.0437087234166585,12.0549876815346,1.82559787362667e-33,2.0336199471215e-31,"HMGCR","P.adj < 0.05","blue"
"TRA2B",3416.52618459687,0.399892433955313,0.0335465670178247,11.9205173436326,9.25321575130253e-33,1.02179640718079e-30,"TRA2B","P.adj < 0.05","blue"
"MYL12A",958.84866130451,0.508657884662078,0.0429806461507874,11.8345797519556,2.58635661741341e-32,2.8313916107356e-30,"MYL12A","P.adj < 0.05","blue"
"MEF2D",885.162963754544,0.629969317953065,0.0534794523875267,11.779651619993,4.96980520346831e-32,5.39415010930291e-30,"MEF2D","P.adj < 0.05","blue"
"ACTA2",94.7932887955156,1.37333068150155,0.117391980952699,11.6986754151027,1.2945844826388e-31,1.39321426652798e-29,"ACTA2","P.adj < 0.05 & |log2FC| > 1","red"
"B4GALT4",462.288962827072,0.592396690107173,0.0509030933348451,11.6377345913015,2.64959971792703e-31,2.82750141327356e-29,"B4GALT4","P.adj < 0.05","blue"
"ID2",267.17707608168,0.877399283128611,0.0755966008579786,11.6063324695902,3.82679805473342e-31,4.04970904142165e-29,"ID2","P.adj < 0.05","blue"
"RBKS",83.3669037144194,1.58374872171577,0.137876324301888,11.4867344319976,1.53817128125675e-30,1.61431711575863e-28,"RBKS","P.adj < 0.05 & |log2FC| > 1","red"
"RNF122",310.216445164328,0.761713104406714,0.0665049093672839,11.4534868426034,2.25873271993459e-30,2.35111859102044e-28,"RNF122","P.adj < 0.05","blue"
"ZFAND5",1673.27620625447,0.575691978192645,0.0510542033949934,11.2760936399039,1.72225041981068e-29,1.77811854318502e-27,"ZFAND5","P.adj < 0.05","blue"
"SCG2",548.782801654038,0.799668502514615,0.0712872446099682,11.2175538119031,3.34392325130611e-29,3.42455494905937e-27,"SCG2","P.adj < 0.05","blue"
"ZFP36L2",936.894373061978,0.715035551825901,0.0646807971095795,11.0548351872429,2.07717990843906e-28,2.11024861258141e-26,"ZFP36L2","P.adj < 0.05","blue"
"IVNS1ABP",4064.01457189184,0.409504561243255,0.0371233559317294,11.0309143924472,2.7109456578089e-28,2.73224594512026e-26,"IVNS1ABP","P.adj < 0.05","blue"
"TSPYL2",238.941034015803,0.776461923245022,0.0705680861014307,11.0030180233169,3.69552603247451e-28,3.69523504617274e-26,"TSPYL2","P.adj < 0.05","blue"
"DUSP3",529.802368784976,0.550718020856906,0.0501284482798615,10.9861374080903,4.45590013168643e-28,4.42074029470984e-26,"DUSP3","P.adj < 0.05","blue"
"EFNB2",1928.62886307587,0.486799553928534,0.0443265235950035,10.9821279551777,4.65819792014216e-28,4.5856166967353e-26,"EFNB2","P.adj < 0.05","blue"
"ZNF10",257.1506919595,0.781265337800637,0.0717209464960601,10.8931264291605,1.24298485704969e-27,1.214204976898e-25,"ZNF10","P.adj < 0.05","blue"
"ITPKB",311.573119846348,0.798515080629734,0.0739649303179514,10.7958606490559,3.60072971319076e-27,3.49050890288622e-25,"ITPKB","P.adj < 0.05","blue"
"MCCC1",663.320337711419,0.47297606284324,0.0438507827264132,10.786034671129,4.00708364041191e-27,3.85499660224173e-25,"MCCC1","P.adj < 0.05","blue"
"CYCS",1177.52643701564,0.496876827540115,0.0463416399491929,10.7220380652232,8.02159884326229e-27,7.65911907598405e-25,"CYCS","P.adj < 0.05","blue"
"ANKRD37",69.0863540325202,1.40697017544885,0.132039265032494,10.6556952971724,1.64014429763108e-26,1.5543427190759e-24,"ANKRD37","P.adj < 0.05 & |log2FC| > 1","red"
"SLCO4A1",531.283922278804,0.548188362715213,0.0515331187296265,10.6375933812843,1.99208210367654e-26,1.87388523219173e-24,"SLCO4A1","P.adj < 0.05","blue"
"ETV3",1067.06345243674,0.381875991079115,0.035973600328159,10.6154509861554,2.52571792966708e-26,2.35838911682663e-24,"ETV3","P.adj < 0.05","blue"
"KCNJ2",112.008585382807,1.25327299609625,0.11902859116183,10.5291760900733,6.33868424709028e-26,5.87554388713865e-24,"KCNJ2","P.adj < 0.05 & |log2FC| > 1","red"
"PPP1R15B",2338.79470044139,0.452908676696568,0.0430813590857591,10.512868820944,7.53654241959899e-26,6.93525740481794e-24,"PPP1R15B","P.adj < 0.05","blue"
"PCF11",1583.80744175862,0.419144754720966,0.0402301666209119,10.4186681270938,2.0378689904418e-25,1.86179124529643e-23,"PCF11","P.adj < 0.05","blue"
"KLF3",1031.28370169676,0.491422548695321,0.048538385778439,10.1244106249947,4.30564821443487e-24,3.90553047679345e-22,"KLF3","P.adj < 0.05","blue"
"DNAJB5",345.201889359334,0.720607244394468,0.0713563047236417,10.0987186372015,5.59686889074251e-24,5.04075447117298e-22,"DNAJB5","P.adj < 0.05","blue"
"PNRC1",1307.045695894,0.449894673604632,0.044630540671694,10.0804217657611,6.74360287811989e-24,6.03077555980595e-22,"PNRC1","P.adj < 0.05","blue"
"BDKRB2",87.8487443669529,2.12739293471038,0.212644770260322,10.0044451227557,1.457062057e-23,1.29393224208693e-21,"BDKRB2","P.adj < 0.05 & |log2FC| > 1","red"
"GABARAPL1",145.708505888901,0.974554688482451,0.0980339172674246,9.94099507238892,2.76055609268651e-23,2.43446540423792e-21,"GABARAPL1","P.adj < 0.05","blue"
"UBALD1",195.809358851653,0.89520693036594,0.0901075754885492,9.93486868903384,2.93562474918284e-23,2.5709999096464e-21,"UBALD1","P.adj < 0.05","blue"
"ITPRIP",214.042200749891,0.715407609549087,0.0723157009112217,9.89283932167589,4.47161922548519e-23,3.88938990030386e-21,"ITPRIP","P.adj < 0.05","blue"
"RGPD3",931.678261419987,0.401405450468903,0.0406260739040757,9.88048836362289,5.05857724449831e-23,4.36999132162476e-21,"RGPD3","P.adj < 0.05","blue"
"JOSD1",309.527597081875,0.678923438721557,0.0688404901177249,9.862269102973,6.06627099200455e-23,5.20510644104499e-21,"JOSD1","P.adj < 0.05","blue"
"HSD17B7",231.013470223476,0.716837830695952,0.0730737847229735,9.80978107831038,1.02190018621168e-22,8.70947011053837e-21,"HSD17B7","P.adj < 0.05","blue"
"CAMTA1",833.466067398525,0.480728481747854,0.0492299231520047,9.76496510594852,1.59166791029642e-22,1.34750605285695e-20,"CAMTA1","P.adj < 0.05","blue"
"NDEL1",421.72785705476,0.51991224427259,0.0532553259170593,9.76263378957272,1.62869483355399e-22,1.3697215689604e-20,"NDEL1","P.adj < 0.05","blue"
"NKRF",390.045965373302,0.585369482310044,0.0600586101267386,9.7466371778296,1.906801456267e-22,1.59305734823254e-20,"NKRF","P.adj < 0.05","blue"
"CGA",64.2820802711276,8.15024335174184,0.837635579185744,9.73005869648541,2.24463399339239e-22,1.86304621451568e-20,"CGA","P.adj < 0.05 & |log2FC| > 1","red"
"HNRNPU",13025.3034316083,0.276856843747685,0.0286285230662127,9.67066457139141,4.01760576204233e-22,3.31295945273868e-20,"HNRNPU","P.adj < 0.05","blue"
"B3GNT5",652.879831832151,0.621187708434016,0.064667295715853,9.60590204921363,7.54939602852308e-22,6.18514710749772e-20,"B3GNT5","P.adj < 0.05","blue"
"ELL2",226.654149639848,0.884820755028174,0.0924873575033507,9.56693735136847,1.10119394899898e-21,8.96414228098594e-20,"ELL2","P.adj < 0.05","blue"
"CEBPD",38.9941610951684,2.40591088618151,0.251747604163731,9.5568372703033,1.21410257997995e-21,9.82031125042379e-20,"CEBPD","P.adj < 0.05 & |log2FC| > 1","red"
"ZNF850",485.150057700346,0.504218131399327,0.052940362651819,9.52426666805241,1.66211257483749e-21,1.33589668277603e-19,"ZNF850","P.adj < 0.05","blue"
"CORO1C",1714.20229771856,0.284263173382792,0.0300009483822303,9.47513957762623,2.66404305964503e-21,2.12771590027875e-19,"CORO1C","P.adj < 0.05","blue"
"SETX",4732.25613933107,0.325622704536238,0.0345503503041901,9.42458474861681,4.31810771594638e-21,3.42722811780019e-19,"SETX","P.adj < 0.05","blue"
"C9orf72",1072.79039773822,0.534473095825537,0.05671548276395,9.42375996427671,4.352175509061e-21,3.43281222295439e-19,"C9orf72","P.adj < 0.05","blue"
"DNAJB2",251.622860676338,0.626652758909169,0.066549652722909,9.41631899295322,4.6717938202984e-21,3.66216726691169e-19,"DNAJB2","P.adj < 0.05","blue"
