"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miR_name","expression","significant"
"hsa-miR-409-3p",3746.59928211953,-0.153528763043644,0.0764438965929849,-2.00838484020624,0.0446024125884015,0.903377390711132,"hsa-miR-409-3p","NS","grey80"
"hsa-miR-4485-5p",25.38523828505,-1.58028186507531,0.787763577007265,-2.00603570817383,0.0448524383583636,0.903377390711132,"hsa-miR-4485-5p","|log2FC| > 1","darkgreen"
"hsa-miR-4690-5p",5.43186049264555,-3.3166151847162,1.60778869064773,-2.06284271310556,0.0391275743908756,0.903377390711132,"hsa-miR-4690-5p","|log2FC| > 1","darkgreen"
"hsa-miR-3199",10.8413027433108,2.09262535283715,1.04729733441507,1.99811962092494,0.0457036930280556,0.903377390711132,"hsa-miR-3199","|log2FC| > 1","darkgreen"
"hsa-miR-6724-5p",32.5102604665421,-1.3252429830731,0.637432461541918,-2.07903278077085,0.0376143375851353,0.903377390711132,"hsa-miR-6724-5p","|log2FC| > 1","darkgreen"
"hsa-miR-4804-3p",7.57584970373688,2.48047429400834,1.26863110718421,1.95523685329921,0.0505551205951802,0.960547291308424,"hsa-miR-4804-3p","|log2FC| > 1","darkgreen"
"hsa-miR-2355-5p",137.477711394528,0.48266363918146,0.24931114702819,1.93598900384059,0.0528690477488992,0.977764225045613,"hsa-miR-2355-5p","NS","grey80"
"hsa-miR-324-5p",1518.40260338637,-0.27467780068372,0.142467558640822,-1.92800244002367,0.053854822676931,0.977764225045613,"hsa-miR-324-5p","NS","grey80"
"hsa-let-7b-5p",21749.5814784432,-0.0321509401780043,0.0822544379035699,-0.390871799716097,0.695891999609467,0.995144635579342,"hsa-let-7b-5p","NS","grey80"
"hsa-let-7b-3p",180.441932693766,0.174109902645436,0.220813807010576,0.788491919969013,0.430409022982864,0.995144635579342,"hsa-let-7b-3p","NS","grey80"
"hsa-let-7c-5p",23235.4422721592,-0.0711747458062296,0.0909138241796667,-0.782881442381875,0.433696736068232,0.995144635579342,"hsa-let-7c-5p","NS","grey80"
"hsa-let-7d-5p",9453.56404164852,-0.132793020004883,0.102240339144502,-1.29883195924456,0.194001604175314,0.995144635579342,"hsa-let-7d-5p","NS","grey80"
"hsa-let-7d-3p",1409.7521117502,0.0463386487856098,0.128963153787639,0.359316963215049,0.719357985724777,0.995144635579342,"hsa-let-7d-3p","NS","grey80"
"hsa-let-7e-5p",24061.6238990528,-0.128698607052803,0.0936232655954859,-1.374643431141,0.169242016897155,0.995144635579342,"hsa-let-7e-5p","NS","grey80"
"hsa-let-7e-3p",353.893395127108,0.295034569580378,0.159890427124372,1.84522972942515,0.0650041275706384,0.995144635579342,"hsa-let-7e-3p","NS","grey80"
"hsa-let-7g-5p",198089.448227526,-0.0906849938776289,0.0669767766721275,-1.35397668241875,0.175743816996315,0.995144635579342,"hsa-let-7g-5p","NS","grey80"
"hsa-let-7g-3p",22.3299847863349,-0.131753098485787,0.645951361252434,-0.203967521997835,0.838378879049833,0.995144635579342,"hsa-let-7g-3p","NS","grey80"
"hsa-let-7i-5p",58020.8735058684,-0.0974629264872452,0.0847319538900888,-1.15024995899033,0.250040934827165,0.995144635579342,"hsa-let-7i-5p","NS","grey80"
"hsa-let-7i-3p",240.335057364657,0.153781516614199,0.19296735897955,0.796930203260418,0.42549156848731,0.995144635579342,"hsa-let-7i-3p","NS","grey80"
"hsa-miR-100-5p",13032.3850509056,-0.0231793616765794,0.102837559396084,-0.225397819752829,0.821669807595496,0.995144635579342,"hsa-miR-100-5p","NS","grey80"
"hsa-miR-100-3p",5.19477063650811,0.418781862051311,1.81557728460313,0.230660443707223,0.817578606211081,0.995144635579342,"hsa-miR-100-3p","NS","grey80"
"hsa-miR-101-5p",20.0916705831652,-0.186967977512749,0.615984022399115,-0.303527316803693,0.761488032958572,0.995144635579342,"hsa-miR-101-5p","NS","grey80"
"hsa-miR-10395-3p",27.8723761143431,0.240483009021724,0.671191394932747,0.358292747549036,0.72012424496172,0.995144635579342,"hsa-miR-10395-3p","NS","grey80"
"hsa-miR-10399-5p",47.4296377822372,-0.771192456783706,0.436047510514821,-1.76859731608878,0.0769610989828753,0.995144635579342,"hsa-miR-10399-5p","NS","grey80"
"hsa-miR-10399-3p",9.21261084058014,-0.227444922624691,0.884716791332366,-0.257082181386162,0.797115332574904,0.995144635579342,"hsa-miR-10399-3p","NS","grey80"
"hsa-miR-103a-2-5p",4.92923493745544,-0.546650253929924,1.45937002762882,-0.374579608722073,0.707973140566936,0.995144635579342,"hsa-miR-103a-2-5p","NS","grey80"
"hsa-miR-10401-3p",197.148103722167,0.149330223467338,0.205952056059736,0.725072749086925,0.468407401324608,0.995144635579342,"hsa-miR-10401-3p","NS","grey80"
"hsa-miR-10527-5p",65.4149609063501,-0.251238788737493,0.438780643345224,-0.572584029281855,0.566926375806353,0.995144635579342,"hsa-miR-10527-5p","NS","grey80"
"hsa-miR-106a-5p",1002.14208897895,-0.0901554318698192,0.139436069089944,-0.646571812144705,0.517909106162968,0.995144635579342,"hsa-miR-106a-5p","NS","grey80"
"hsa-miR-106a-3p",230.934970395123,0.124969708588696,0.223986198800836,0.557934860530474,0.576888865763817,0.995144635579342,"hsa-miR-106a-3p","NS","grey80"
"hsa-miR-106b-5p",65719.6706552625,-0.0975557108451979,0.0796500377472436,-1.22480432658143,0.2206489544326,0.995144635579342,"hsa-miR-106b-5p","NS","grey80"
"hsa-miR-106b-3p",9790.39722762242,0.0156098318913723,0.0728606631428494,0.214242242906407,0.830358155685626,0.995144635579342,"hsa-miR-106b-3p","NS","grey80"
"hsa-miR-10a-5p",138.082879675117,0.103664456872081,0.207948457352502,0.498510343341259,0.618124380707503,0.995144635579342,"hsa-miR-10a-5p","NS","grey80"
"hsa-miR-10b-5p",236449.439054372,0.0717906059971688,0.0937682714734202,0.765617248447614,0.443904078326458,0.995144635579342,"hsa-miR-10b-5p","NS","grey80"
"hsa-miR-10b-3p",1120.5440073665,-0.130444961219743,0.13185719299268,-0.989289687267834,0.322521428249477,0.995144635579342,"hsa-miR-10b-3p","NS","grey80"
"hsa-miR-1180-5p",68.9324892282365,0.275906761851954,0.448072412180815,0.615763779138035,0.538050436296184,0.995144635579342,"hsa-miR-1180-5p","NS","grey80"
"hsa-miR-1180-3p",3702.30412343754,-0.0211603601592673,0.0943614247428067,-0.224247993467059,0.822564340850521,0.995144635579342,"hsa-miR-1180-3p","NS","grey80"
"hsa-miR-1185-1-3p",138.72531618163,-0.274986862108016,0.273487524463772,-1.0054822889899,0.314664673498016,0.995144635579342,"hsa-miR-1185-1-3p","NS","grey80"
"hsa-miR-1185-2-3p",55.5101431292698,-0.208643018918444,0.432412047759212,-0.482509726543574,0.629443890538059,0.995144635579342,"hsa-miR-1185-2-3p","NS","grey80"
"hsa-miR-1197",30.8024673901176,0.294755122258526,0.588535206806616,0.500828359713368,0.616491924825713,0.995144635579342,"hsa-miR-1197","NS","grey80"
"hsa-miR-1224-5p",7.44860848941907,-0.630921611082402,1.18934453631257,-0.530478420524388,0.595780266946943,0.995144635579342,"hsa-miR-1224-5p","NS","grey80"
"hsa-miR-1226-5p",7.14719491208715,0.287721721393199,1.08269980343565,0.26574468793676,0.790435844405918,0.995144635579342,"hsa-miR-1226-5p","NS","grey80"
"hsa-miR-1226-3p",212.076295401642,-0.0744370678373577,0.205461045798486,-0.362292849956409,0.717133200695278,0.995144635579342,"hsa-miR-1226-3p","NS","grey80"
"hsa-miR-1227-3p",6.7732082869982,0.180047099259662,1.33452292702253,0.134914953961389,0.892679116100936,0.995144635579342,"hsa-miR-1227-3p","NS","grey80"
"hsa-miR-1228-3p",66.2668223198418,0.30523874309561,0.342235643653518,0.891896413351485,0.372448457279466,0.995144635579342,"hsa-miR-1228-3p","NS","grey80"
"hsa-miR-1229-3p",44.1654187614437,0.392864751367033,0.360646694589387,1.08933412467381,0.276006569616462,0.995144635579342,"hsa-miR-1229-3p","NS","grey80"
"hsa-miR-1234-3p",26.7899786818338,-0.165669547196686,0.65607862631085,-0.252514775749137,0.800643194680382,0.995144635579342,"hsa-miR-1234-3p","NS","grey80"
"hsa-miR-1243",34.102995873306,-0.264088644246483,0.567762827211236,-0.465139018599802,0.641831905446657,0.995144635579342,"hsa-miR-1243","NS","grey80"
"hsa-miR-1245b-3p",3.62072734455887,-0.463265970167086,1.91406813325963,-0.242032121070921,0.808755274004316,0.995144635579342,"hsa-miR-1245b-3p","NS","grey80"
"hsa-miR-1246",65.302306353054,-0.248211681965395,0.501550528023296,-0.494888686377509,0.620678697218629,0.995144635579342,"hsa-miR-1246","NS","grey80"
"hsa-miR-1247-5p",143.205764859081,0.31028985854815,0.228776034797489,1.35630403255663,0.175002452975105,0.995144635579342,"hsa-miR-1247-5p","NS","grey80"
"hsa-miR-1248",25.1292862104948,-0.733959556858153,0.559555182604672,-1.31168395839289,0.189626791526507,0.995144635579342,"hsa-miR-1248","NS","grey80"
"hsa-miR-1249-3p",353.630349726504,-0.213469049614106,0.148537427465656,-1.4371398054774,0.150678272717926,0.995144635579342,"hsa-miR-1249-3p","NS","grey80"
"hsa-miR-1250-5p",547.79090296484,0.0533783493277337,0.130992428391082,0.407491867914465,0.683646765652866,0.995144635579342,"hsa-miR-1250-5p","NS","grey80"
"hsa-miR-1252-5p",95.3568888694287,-0.280437237421951,0.33317931786832,-0.841700617001642,0.399955552810529,0.995144635579342,"hsa-miR-1252-5p","NS","grey80"
"hsa-miR-1252-3p",8.34612796963188,0.970179258466302,1.19744104607048,0.810210458084798,0.417819227838064,0.995144635579342,"hsa-miR-1252-3p","NS","grey80"
"hsa-miR-1255a",44.828406239146,0.780752595840267,0.423226264128274,1.84476404707159,0.0650718695229225,0.995144635579342,"hsa-miR-1255a","NS","grey80"
"hsa-miR-1256",8.64408204285681,0.256225014811282,1.55251640339901,0.165038523425785,0.868913660481682,0.995144635579342,"hsa-miR-1256","NS","grey80"
"hsa-miR-125a-5p",193238.375858307,-0.0123538331843585,0.0646082361531655,-0.191211429376767,0.848359949477063,0.995144635579342,"hsa-miR-125a-5p","NS","grey80"
"hsa-miR-125a-3p",612.551382051556,0.0104920378602944,0.152151708877291,0.0689577392045994,0.945023258612931,0.995144635579342,"hsa-miR-125a-3p","NS","grey80"
"hsa-miR-125b-1-3p",121.670594390698,-0.143077829522801,0.284274468885844,-0.503308756792567,0.614747210735688,0.995144635579342,"hsa-miR-125b-1-3p","NS","grey80"
"hsa-miR-125b-2-3p",3069.80025549993,0.0787132833926486,0.0742975773195938,1.0594327060499,0.289402761219296,0.995144635579342,"hsa-miR-125b-2-3p","NS","grey80"
"hsa-miR-126-3p",10911.4371530149,0.0280494855493329,0.0521075509368276,0.538299824978122,0.590370072170955,0.995144635579342,"hsa-miR-126-3p","NS","grey80"
"hsa-miR-1260a",14.7879803459512,-0.530838044071683,0.57689248405627,-0.920168070728244,0.357484936861239,0.995144635579342,"hsa-miR-1260a","NS","grey80"
"hsa-miR-1260b",1338.67424583734,0.202361457031412,0.127096270828652,1.59219035863161,0.111341938913253,0.995144635579342,"hsa-miR-1260b","NS","grey80"
"hsa-miR-1262",24.2808059370621,0.0651440811973514,0.782108796230344,0.0832928634882216,0.933618674689052,0.995144635579342,"hsa-miR-1262","NS","grey80"
"hsa-miR-1267",70.8118068423365,-0.284652811542166,0.407710890868269,-0.698173185749255,0.485068893441339,0.995144635579342,"hsa-miR-1267","NS","grey80"
"hsa-miR-1268a",236.927197306777,0.0114231758307153,0.199636556556591,0.0572198600684495,0.954370058030684,0.995144635579342,"hsa-miR-1268a","NS","grey80"
"hsa-miR-1268b",285.212386466709,-0.0686143645172508,0.180112904807928,-0.380951962272892,0.703238894075393,0.995144635579342,"hsa-miR-1268b","NS","grey80"
"hsa-miR-1269b",5109.4122167791,-0.0920973664364787,0.0800141322163497,-1.15101375076414,0.249726578536228,0.995144635579342,"hsa-miR-1269b","NS","grey80"
"hsa-miR-1270",254.513350745679,-0.0155116196798529,0.152562199352574,-0.101674069629825,0.919015384898324,0.995144635579342,"hsa-miR-1270","NS","grey80"
"hsa-miR-1271-5p",573.263780235122,-0.0532538123096917,0.198951170918777,-0.267672776509734,0.788951206563983,0.995144635579342,"hsa-miR-1271-5p","NS","grey80"
"hsa-miR-1273c",40.9613018148201,0.491348363109053,0.551831852006136,0.890395074736624,0.373253786093368,0.995144635579342,"hsa-miR-1273c","NS","grey80"
"hsa-miR-1275",34.3009460627793,-0.409955734773563,0.602718259531508,-0.680178057144347,0.496391724474739,0.995144635579342,"hsa-miR-1275","NS","grey80"
"hsa-miR-1276",195.42963221749,0.235944810868404,0.182265566202768,1.29451116732558,0.195488914453,0.995144635579342,"hsa-miR-1276","NS","grey80"
"hsa-miR-1277-5p",40.2048380745112,-0.205307800265166,0.431965027198833,-0.475288014857422,0.634581700488337,0.995144635579342,"hsa-miR-1277-5p","NS","grey80"
"hsa-miR-1277-3p",118.036476005724,0.0916140262685956,0.299471809967873,0.305918698252179,0.759666548898532,0.995144635579342,"hsa-miR-1277-3p","NS","grey80"
"hsa-miR-1278",24.6243507025088,-0.154327284341781,0.73019114381661,-0.211351898264793,0.832612688483642,0.995144635579342,"hsa-miR-1278","NS","grey80"
"hsa-miR-128-1-5p",97.8977881921904,0.372320906539507,0.282748200589813,1.31679319536905,0.187907954365184,0.995144635579342,"hsa-miR-128-1-5p","NS","grey80"
"hsa-miR-1284",52.2657596490958,-0.677996174412149,0.428167688559907,-1.58348280948642,0.113311461775739,0.995144635579342,"hsa-miR-1284","NS","grey80"
"hsa-miR-1285-5p",24.6825976338346,0.503396287537235,0.559674801615266,0.899444259567152,0.368416073316299,0.995144635579342,"hsa-miR-1285-5p","NS","grey80"
"hsa-miR-1287-5p",32.138575149888,-0.549395757163377,0.771588089300399,-0.712032449414189,0.476444682297984,0.995144635579342,"hsa-miR-1287-5p","NS","grey80"
"hsa-miR-1288-3p",8.41472817700452,-1.75266111067033,1.13411483511292,-1.54540003922603,0.122249530840303,0.995144635579342,"hsa-miR-1288-3p","|log2FC| > 1","darkgreen"
"hsa-miR-129-1-3p",135.333818186341,0.00344778179603004,0.246382548300248,0.0139936120468585,0.988835077387186,0.995144635579342,"hsa-miR-129-1-3p","NS","grey80"
"hsa-miR-129-2-3p",268.220177966398,0.319856273274765,0.216863424845549,1.47492032601887,0.140233964984318,0.995144635579342,"hsa-miR-129-2-3p","NS","grey80"
"hsa-miR-1291",22.5446070913745,0.734433207661803,0.717407706142746,1.02373197468229,0.305961888430262,0.995144635579342,"hsa-miR-1291","NS","grey80"
"hsa-miR-1292-5p",164.316294913146,-0.279172337398605,0.224830997240597,-1.24169861284677,0.21434778196406,0.995144635579342,"hsa-miR-1292-5p","NS","grey80"
"hsa-miR-1292-3p",8.71934205944441,0.50035426772255,1.38129409425306,0.362235869829819,0.717175776812384,0.995144635579342,"hsa-miR-1292-3p","NS","grey80"
"hsa-miR-1294",14.2340930508708,-0.697388983373074,1.98290015175934,-0.351701512935138,0.72506212581254,0.995144635579342,"hsa-miR-1294","NS","grey80"
"hsa-miR-1296-5p",538.175171306158,0.237123197838109,0.190515523306825,1.24463977382159,0.213264193250885,0.995144635579342,"hsa-miR-1296-5p","NS","grey80"
"hsa-miR-1298-5p",149.420012769471,-0.0944638201174759,0.267895962827177,-0.352613824861615,0.724377971796902,0.995144635579342,"hsa-miR-1298-5p","NS","grey80"
"hsa-miR-1298-3p",7.98684681740245,-0.0950964084513563,1.65795891726088,-0.0573575180068185,0.954260402978404,0.995144635579342,"hsa-miR-1298-3p","NS","grey80"
"hsa-miR-1301-3p",7790.73259837295,-0.0792526148479113,0.0564536490721262,-1.40385282706273,0.160362679294265,0.995144635579342,"hsa-miR-1301-3p","NS","grey80"
"hsa-miR-1303",289.535424674004,0.1508971063554,0.173955102882263,0.867448576415323,0.385696275926347,0.995144635579342,"hsa-miR-1303","NS","grey80"
"hsa-miR-1304-5p",21.0463483600731,0.710698115107582,0.591151089326703,1.20222753191073,0.229275385097467,0.995144635579342,"hsa-miR-1304-5p","NS","grey80"
"hsa-miR-1305",14.4439992771641,0.241613165830498,0.648534097810135,0.372552756510935,0.709481340146985,0.995144635579342,"hsa-miR-1305","NS","grey80"
"hsa-miR-1306-5p",404.451554101619,-0.013864167732651,0.132591160944265,-0.104563287883714,0.916722346986567,0.995144635579342,"hsa-miR-1306-5p","NS","grey80"
"hsa-miR-1306-3p",92.7260354097946,-0.00506528958519381,0.355157711810585,-0.0142620853123844,0.988620888091019,0.995144635579342,"hsa-miR-1306-3p","NS","grey80"
"hsa-miR-1307-5p",731.622308738864,0.061559587822953,0.133822983824657,0.460007586616153,0.645510774984439,0.995144635579342,"hsa-miR-1307-5p","NS","grey80"
"hsa-miR-1307-3p",4226.66386960221,-0.049800186196544,0.0838032859132276,-0.594250996889413,0.55234424855294,0.995144635579342,"hsa-miR-1307-3p","NS","grey80"
"hsa-miR-130a-5p",29.5500986382567,-0.172281873150404,0.740330520458733,-0.232709402610679,0.815987067418677,0.995144635579342,"hsa-miR-130a-5p","NS","grey80"
"hsa-miR-130a-3p",1730.04691874587,0.0228242358747328,0.11705876867701,0.19498100084847,0.845407821288126,0.995144635579342,"hsa-miR-130a-3p","NS","grey80"
"hsa-miR-130b-5p",23054.2214316616,0.0541609355102722,0.0635607169477792,0.852113350999017,0.394151182531638,0.995144635579342,"hsa-miR-130b-5p","NS","grey80"
"hsa-miR-132-5p",1063.53729592225,-0.0644069280696,0.0995164590626597,-0.64719875160597,0.517503319185103,0.995144635579342,"hsa-miR-132-5p","NS","grey80"
"hsa-miR-132-3p",950.427198791855,-0.0776258401093373,0.138438879489495,-0.560722828699488,0.574986502146221,0.995144635579342,"hsa-miR-132-3p","NS","grey80"
"hsa-miR-1322",17.5102877188805,-0.398689419829061,1.01241466383842,-0.393800518769147,0.693728321378306,0.995144635579342,"hsa-miR-1322","NS","grey80"
"hsa-miR-134-5p",228.201785876605,-0.167802547709385,0.231485178878159,-0.72489542752846,0.46851618621845,0.995144635579342,"hsa-miR-134-5p","NS","grey80"
"hsa-miR-134-3p",5.97075922466455,0.740532307455457,1.53849980625931,0.481334027110462,0.630279116889059,0.995144635579342,"hsa-miR-134-3p","NS","grey80"
"hsa-miR-1343-3p",76.466164110559,0.323697379769763,0.359128468419059,0.901341464782034,0.367406793695557,0.995144635579342,"hsa-miR-1343-3p","NS","grey80"
"hsa-miR-135a-3p",93.196146150047,-0.0211819848529474,0.418898243762942,-0.0505659433247336,0.959671401381261,0.995144635579342,"hsa-miR-135a-3p","NS","grey80"
"hsa-miR-135b-5p",65.309218543907,0.0436413710434915,0.502561518034706,0.0868378685541892,0.930800386548415,0.995144635579342,"hsa-miR-135b-5p","NS","grey80"
"hsa-miR-137-5p",181.745070146493,0.0248426526033978,0.231197187788707,0.107452226564718,0.914430223493409,0.995144635579342,"hsa-miR-137-5p","NS","grey80"
"hsa-miR-137-3p",2516.16035038514,0.0975148085097434,0.0762306732826773,1.27920696893415,0.200824182433073,0.995144635579342,"hsa-miR-137-3p","NS","grey80"
"hsa-miR-138-1-3p",117.524080469492,-0.098356686472909,0.318053445053096,-0.309245782439141,0.757134570144265,0.995144635579342,"hsa-miR-138-1-3p","NS","grey80"
"hsa-miR-139-5p",1475.7862531214,0.0228136146524934,0.0953253510572492,0.239323688813821,0.810854598022958,0.995144635579342,"hsa-miR-139-5p","NS","grey80"
"hsa-miR-139-3p",56.0040631976746,-0.287054369818979,0.381913504880233,-0.751621417286614,0.452278759830716,0.995144635579342,"hsa-miR-139-3p","NS","grey80"
"hsa-miR-140-3p",16469.9061895673,0.0611409554068666,0.0795798975514132,0.768296483007735,0.442311063641868,0.995144635579342,"hsa-miR-140-3p","NS","grey80"
"hsa-miR-143-5p",11.2948661601075,-0.0348518011711203,1.10103308330897,-0.0316537274850808,0.974748196494567,0.995144635579342,"hsa-miR-143-5p","NS","grey80"
"hsa-miR-143-3p",37031.2965263217,-0.0693170170373384,0.0916391425942803,-0.756412762876121,0.449401758241535,0.995144635579342,"hsa-miR-143-3p","NS","grey80"
"hsa-miR-144-5p",14.0704592562776,-0.276393044198076,1.05474293001237,-0.262047780870013,0.793284605079827,0.995144635579342,"hsa-miR-144-5p","NS","grey80"
"hsa-miR-145-5p",503.15192473944,0.052421706364435,0.15354987188979,0.34139856790021,0.732803553067204,0.995144635579342,"hsa-miR-145-5p","NS","grey80"
"hsa-miR-145-3p",439.990524513566,0.18775142704636,0.155355921398643,1.20852443444747,0.226845602914015,0.995144635579342,"hsa-miR-145-3p","NS","grey80"
"hsa-miR-1468-5p",84.5620741010161,-0.181557946391071,0.296433628594117,-0.612474189423575,0.540224069713599,0.995144635579342,"hsa-miR-1468-5p","NS","grey80"
"hsa-miR-146a-5p",76.4245383290468,-0.235035986672531,0.393978482108913,-0.596570618309954,0.550794092695133,0.995144635579342,"hsa-miR-146a-5p","NS","grey80"
"hsa-miR-146b-5p",5591.69278596811,-0.0150886789370719,0.0836276407759317,-0.180426935365783,0.856817409942073,0.995144635579342,"hsa-miR-146b-5p","NS","grey80"
"hsa-miR-146b-3p",68.6318110526458,-0.338599132358165,0.513387291763642,-0.659539372692639,0.509549471529548,0.995144635579342,"hsa-miR-146b-3p","NS","grey80"
