"X.1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","expression","significant"
"LINC01679",27.049573506816,2.15729088766737,0.246501321270656,8.75164026118418,2.10273784948514e-18,1.4719164946396e-16,"LINC01679","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000259735",13.0102457796447,3.39278343998253,0.390203409678239,8.69490977226522,3.47105502528747e-18,2.31403668352498e-16,"ENSG00000259735","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000270953",17.3978539218795,2.99324209041457,0.345762861316247,8.65692191179794,4.84674492416784e-18,3.08429222447045e-16,"ENSG00000270953","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000262202",57.9505908415834,1.3381366671548,0.159746904378812,8.37660468200148,5.44764416165975e-17,3.31595731579289e-15,"ENSG00000262202","P.adj < 0.05 & |log2FC| > 1","red"
"HCG18",2561.67554098776,0.238267480368585,0.0300567519964468,7.92725309763183,2.2404636919331e-15,1.30693715362764e-13,"HCG18","P.adj < 0.05","blue"
"ENSG00000261114",18.9997055325055,2.58862106003568,0.335313774569601,7.71999618374866,1.16333188655903e-14,6.51465856473058e-13,"ENSG00000261114","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000226824",71.2265895349241,0.939562332081945,0.122933762361902,7.64283394594226,2.12491966409875e-14,1.14418751143779e-12,"ENSG00000226824","P.adj < 0.05","blue"
"ENSG00000250280",37.9443366122639,1.36123152495463,0.18315995309768,7.43192767814632,1.07026317551752e-13,5.5495127619427e-12,"ENSG00000250280","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000205037",26.0958097417886,1.57935175670626,0.220488252214047,7.16297462947391,7.89449646681638e-13,3.94724823340819e-11,"ENSG00000205037","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000232536",11.9298442957789,2.40721188650887,0.339632201460952,7.08770215590299,1.36357037421506e-12,6.58275353069337e-11,"ENSG00000232536","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000260368",29.3426764241878,1.36919089376426,0.193913863781663,7.06082003144394,1.65522857690375e-12,7.72440002555084e-11,"ENSG00000260368","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000279932",16.4101026383025,1.78411008885503,0.261771535425649,6.81552364337098,9.39210250017845e-12,4.24159467749994e-10,"ENSG00000279932","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000248544",21.0282693879273,1.69980962658066,0.255872838042713,6.64318119728248,3.06984056841092e-11,1.34305524867978e-09,"ENSG00000248544","P.adj < 0.05 & |log2FC| > 1","red"
"GRASLND",228.07819776097,0.503145674474899,0.0761621432092246,6.60624364381016,3.94193945073187e-11,1.67233794879534e-09,"GRASLND","P.adj < 0.05","blue"
"SNHG17",281.744884768607,0.426700409466552,0.0661214402076012,6.45328365696274,1.0945221322825e-10,4.37808852913e-09,"SNHG17","P.adj < 0.05","blue"
"ENSG00000261136",36.643628313648,-1.04973767722005,0.16259225698119,-6.45625872172677,1.07323069835882e-10,4.37808852913e-09,"ENSG00000261136","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000271327",69.8903263036078,-0.760117966325773,0.118902251694474,-6.39279707064706,1.62878365013168e-10,6.33415863940097e-09,"ENSG00000271327","P.adj < 0.05","blue"
"MIRLET7BHG",358.643687268375,0.409399055042727,0.0647610169860151,6.32168971545236,2.58718483770049e-10,9.78934803454239e-09,"MIRLET7BHG","P.adj < 0.05","blue"
"ENSG00000254325",33.3508656953324,1.18298828027492,0.190601515157312,6.20660480740958,5.41415181680651e-10,1.99468751145503e-08,"ENSG00000254325","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000253284",228.869473283872,0.580571993513186,0.0948319543912389,6.12211355592207,9.23421728707251e-10,3.3148472312568e-08,"ENSG00000253284","P.adj < 0.05","blue"
"ENSG00000260257",214.41551760473,0.490473709817621,0.0820924556261961,5.97465024132021,2.30584346179049e-09,8.0704521162667e-08,"ENSG00000260257","P.adj < 0.05","blue"
"KCNQ1OT1",5988.64536211519,0.227957481894829,0.0384272772858449,5.93217885824037,2.98940708320339e-09,1.02077315036213e-07,"KCNQ1OT1","P.adj < 0.05","blue"
"LINC02728",50.9768036715434,0.873845925186726,0.147906672521241,5.90808994814776,3.46097042709551e-09,1.15365680903184e-07,"LINC02728","P.adj < 0.05","blue"
"ENSG00000262410",20.1735059609852,1.42120065904513,0.244232523135297,5.81904752405899,5.91839066924752e-09,1.92691789231314e-07,"ENSG00000262410","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000276216",15.7867754721432,1.78568843516974,0.308461735363933,5.78901118176922,7.08019849872045e-09,2.25279043141105e-07,"ENSG00000276216","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000272054",71.7338982128293,-0.683323168487618,0.118410334489165,-5.77080684245634,7.88928660660836e-09,2.45444472205594e-07,"ENSG00000272054","P.adj < 0.05","blue"
"ENSG00000275202",30.5169800712185,1.34197021414269,0.241681373267561,5.55264229095974,2.81383502840977e-08,8.56384573863842e-07,"ENSG00000275202","P.adj < 0.05 & |log2FC| > 1","red"
"MIRLET7A1HG",116.796354477524,0.584281610399234,0.106118565496369,5.50593204559694,3.67220170806654e-08,1.09384731729642e-06,"MIRLET7A1HG","P.adj < 0.05","blue"
"ENSG00000278022",41.9151838208433,-0.916409332109489,0.167371902857026,-5.47528776614501,4.36801193956717e-08,1.27400348237376e-06,"ENSG00000278022","P.adj < 0.05","blue"
"NEAT1",13675.229120149,0.317288436866927,0.0580582787427798,5.46499902748814,4.62909341611158e-08,1.32259811888902e-06,"NEAT1","P.adj < 0.05","blue"
"ENSG00000261101",23.8731839632292,1.22469298173655,0.224731766203031,5.44957663274946,5.04898646776607e-08,1.4137162109745e-06,"ENSG00000261101","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000270133",23.8677683765792,1.07545400486628,0.200987394897269,5.35085299959223,8.7540612058161e-08,2.40307562512599e-06,"ENSG00000270133","P.adj < 0.05 & |log2FC| > 1","red"
"LINC00938",323.984900881304,-0.317686069555918,0.0594441025436294,-5.34428237557713,9.07759635286264e-08,2.44396824884763e-06,"LINC00938","P.adj < 0.05","blue"
"ENSG00000260495",20.4638320032886,-1.07773445524655,0.20352450913661,-5.29535464705707,1.18785647616053e-07,3.13773408797121e-06,"ENSG00000260495","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000277159",29.2136399986501,1.05365628376836,0.199540388361612,5.28041612236867,1.28890819831707e-07,3.3416138474887e-06,"ENSG00000277159","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000275764",100.059031679728,0.540550189800986,0.104139174785289,5.1906517495983,2.0955925091744e-07,5.33423547789848e-06,"ENSG00000275764","P.adj < 0.05","blue"
"ENSG00000270036",10.691194571518,1.72587233271883,0.340136354502981,5.07406018166077,3.89415806549095e-07,9.73539516372739e-06,"ENSG00000270036","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000256982",23.32144942026,1.11404425747442,0.221843213839322,5.02176396651606,5.11990778857568e-07,1.25752121122911e-05,"ENSG00000256982","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000264112",339.111950115915,0.344841522516319,0.0711084241082067,4.8495171541359,1.2376236678926e-06,2.98736747422353e-05,"ENSG00000264112","P.adj < 0.05","blue"
"ENSG00000261094",36.4122241785745,-0.767559760501677,0.160297176160962,-4.78835484744244,1.68154122874521e-06,3.99009783092085e-05,"ENSG00000261094","P.adj < 0.05","blue"
"ENSG00000236255",153.551204668553,0.388120238732878,0.0832183967705799,4.66387546257187,3.10309218235543e-06,7.240548425496e-05,"ENSG00000236255","P.adj < 0.05","blue"
"ENSG00000227627",65.7361928417816,-0.572205718493583,0.122885571069565,-4.65641094811416,3.21769361905785e-06,7.38487060111638e-05,"ENSG00000227627","P.adj < 0.05","blue"
"ENSG00000260400",210.28421208787,0.357853364603796,0.0779355077013326,4.5916601451443,4.39734025781353e-06,9.92947800151443e-05,"ENSG00000260400","P.adj < 0.05","blue"
"ENSG00000261596",42.4508771931535,0.69940214324621,0.160546025694049,4.35639649267342,1.3222117471176e-05,0.000293824832692801,"ENSG00000261596","P.adj < 0.05","blue"
"ENSG00000272477",17.6968093703955,-1.03172359523759,0.240941507934201,-4.28205004643427,1.85179318456099e-05,0.000405079759122716,"ENSG00000272477","P.adj < 0.05 & |log2FC| > 1","red"
"C1orf220",29.1174419412788,-0.744179572982027,0.176097577018216,-4.22595009870607,2.37934719182404e-05,0.000512474779777486,"C1orf220","P.adj < 0.05","blue"
"LINC02983",18.6496164705835,-1.00205633238076,0.239848517483599,-4.17787169540994,2.94249554784515e-05,0.000624165722270183,"LINC02983","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000275927",18.866682611786,0.974001661244252,0.235720109586536,4.13202616846181,3.59579471559549e-05,0.000751360089825923,"ENSG00000275927","P.adj < 0.05","blue"
"ENSG00000236194",55.8021123418448,0.572133861512302,0.141910297457254,4.03165853193028,5.53846177442452e-05,0.00114027154179328,"ENSG00000236194","P.adj < 0.05","blue"
"ENSG00000263120",9.90319258250501,-1.32585791067249,0.329695801214028,-4.02145828303039,5.78389523666782e-05,0.00116876855981271,"ENSG00000263120","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000282390",319.272411040418,-0.269241562276212,0.066991690933737,-4.01902920382358,5.84384279906354e-05,0.00116876855981271,"ENSG00000282390","P.adj < 0.05","blue"
"ENSG00000273329",466.44976461218,-0.200486284795302,0.0500241822074143,-4.00778735300518,6.12902667563518e-05,0.00120854047125201,"ENSG00000273329","P.adj < 0.05","blue"
"ENSG00000279088",108.158706227956,-0.387139412700663,0.0971925884705916,-3.98321949021661,6.79879094092888e-05,0.00132198712740284,"ENSG00000279088","P.adj < 0.05","blue"
"GSEC",67.0925313674151,-0.471239167437555,0.119483201103392,-3.94397842613689,8.01408709476533e-05,0.001536948209955,"GSEC","P.adj < 0.05","blue"
"LINC02980",53.7335550118917,-0.527082424915314,0.134349724134056,-3.92321181388795,8.73762677666079e-05,0.0016530645253142,"LINC02980","P.adj < 0.05","blue"
"ENSG00000248540",220.873762789233,-0.306704609258195,0.0794426782344223,-3.86070329040468,0.000113061129593721,0.00211047441908279,"ENSG00000248540","P.adj < 0.05","blue"
"LINC01011",23.1175521698131,-0.757707545003168,0.196929916436955,-3.84759999248637,0.000119280598691794,0.00219727418642779,"LINC01011","P.adj < 0.05","blue"
"ENSG00000261529",46.5508486165891,-0.588518497058649,0.153342449464624,-3.83793593433121,0.000124072840626322,0.00225586982956949,"ENSG00000261529","P.adj < 0.05","blue"
"ENSG00000283341",26.3430793504482,-0.748538459178053,0.195643724236558,-3.82602847139106,0.000130227234682719,0.00233741190456162,"ENSG00000283341","P.adj < 0.05","blue"
"SNHG10",113.902456740546,-0.355463485083523,0.0933322006713871,-3.8085835598699,0.000139765116275169,0.00247685016183844,"SNHG10","P.adj < 0.05","blue"
"LINC01833",238.257431716084,-0.264490265879548,0.0697906704536151,-3.78976536778417,0.000150789647429018,0.00263881883000781,"LINC01833","P.adj < 0.05","blue"
"ENSG00000268573",36.042387022057,-0.60427333494446,0.160766275259704,-3.75870706694118,0.000170793658046409,0.00295198915141942,"ENSG00000268573","P.adj < 0.05","blue"
"ENSG00000230898",17.0766556832147,0.953142271120057,0.257926861936747,3.69539746253262,0.000219543070588402,0.00374829632711906,"ENSG00000230898","P.adj < 0.05","blue"
"LINC01089",88.0479402258519,-0.382268724675681,0.103656036017755,-3.68785783598943,0.000226149934776743,0.0038145772131017,"LINC01089","P.adj < 0.05","blue"
"ENSG00000272425",27.0007291444065,-0.763844555988226,0.208038549098015,-3.67164912128064,0.000240990397386192,0.0040165066231032,"ENSG00000272425","P.adj < 0.05","blue"
"CYTOR",26.115859989057,0.790650339641405,0.215787484665158,3.66402315161269,0.000248284328320984,0.00408938893705151,"CYTOR","P.adj < 0.05","blue"
"ENSG00000254165",63.2456771473654,0.472726942885057,0.129155265844743,3.66014455386838,0.000252073003176326,0.004103514005196,"ENSG00000254165","P.adj < 0.05","blue"
"LINC01695",415.814553035501,0.238673233416822,0.065457790088065,3.64621587584484,0.000266130428695715,0.00428255862268966,"LINC01695","P.adj < 0.05","blue"
"ENSG00000205740",39.6608457659701,-0.548934113339444,0.150690254808454,-3.64279769808079,0.000269690792163093,0.00429053532986739,"ENSG00000205740","P.adj < 0.05","blue"
"SNHG8",752.071419496004,0.154485672227204,0.0426204199937484,3.62468676399398,0.000289311887072009,0.00455097350450351,"SNHG8","P.adj < 0.05","blue"
"ENSG00000253372",16.5597348709442,0.94032092716213,0.259700328378926,3.62079221474884,0.000293702324353908,0.00456870282328302,"ENSG00000253372","P.adj < 0.05","blue"
"ENSG00000275805",65.1691825468842,-0.486731007772937,0.134879553271744,-3.60863448881916,0.000307812931241856,0.00473558355756701,"ENSG00000275805","P.adj < 0.05","blue"
"ENSG00000272599",68.5983376960934,0.450063116514027,0.126939802555467,3.54548461123823,0.00039189186951729,0.00596357192743702,"ENSG00000272599","P.adj < 0.05","blue"
"ENSG00000273451",13.1248321907494,-1.07718477859849,0.305942389463915,-3.52087456885586,0.000430126026139655,0.00647501544726362,"ENSG00000273451","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000271780",14.2412263861461,0.894833380554048,0.255952284284038,3.49609452815441,0.000472121416671616,0.0070315955674496,"ENSG00000271780","P.adj < 0.05","blue"
"ENSG00000260306",42.6865683929683,0.525530562692412,0.15178157033391,3.46241352976041,0.000535353908753006,0.00788942602372851,"ENSG00000260306","P.adj < 0.05","blue"
"LINC01409",123.759842440682,0.323242794312556,0.0935923155252282,3.45373220545468,0.000552886095694375,0.0080629222288763,"LINC01409","P.adj < 0.05","blue"
"ENSG00000272386",21.8982402337155,-0.759458363029729,0.221384078608517,-3.43050127092794,0.000602467150471525,0.00869540217175397,"ENSG00000272386","P.adj < 0.05","blue"
"ENSG00000271151",16.8418066982252,-0.7715400800722,0.228800516606557,-3.37210812071257,0.000745951581987729,0.0106564511712533,"ENSG00000271151","P.adj < 0.05","blue"
"ENSG00000266900",32.5814295310626,-0.597237870501667,0.178449252222625,-3.34682192871607,0.000817437021411249,0.0114441182997575,"ENSG00000266900","P.adj < 0.05","blue"
"ENSG00000268713",89.6483253290935,0.366287621753992,0.109437781945513,3.34699420293769,0.000816929187393564,0.0114441182997575,"ENSG00000268713","P.adj < 0.05","blue"
"ENSG00000272574",11.1727665047402,1.11386724512007,0.334373479199889,3.33120691205955,0.000864703031755252,0.0119446450331307,"ENSG00000272574","P.adj < 0.05 & |log2FC| > 1","red"
"ENSG00000274422",189.966965717162,-0.272772003168846,0.0819945774903802,-3.32670783261062,0.000878784598866041,0.0119446450331307,"ENSG00000274422","P.adj < 0.05","blue"
"ENSG00000285796",127.998597666874,-0.310782371204919,0.0933692013174719,-3.32853196578392,0.000873049854777678,0.0119446450331307,"ENSG00000285796","P.adj < 0.05","blue"
"ENSG00000272163",55.1119926872237,-0.432206741922952,0.131205291172669,-3.29412585468187,0.000987282827004836,0.013290345748142,"ENSG00000272163","P.adj < 0.05","blue"
"LINC01355",417.169505984628,-0.190067850520758,0.05776875780212,-3.2901495159687,0.00100134159999129,0.0133512213332172,"LINC01355","P.adj < 0.05","blue"
"ENSG00000236536",23.8161719768155,-0.662463593083716,0.202527553654324,-3.27098007718206,0.00107175460502621,0.0141552495003461,"ENSG00000236536","P.adj < 0.05","blue"
"ENSG00000271918",23.8723830586807,-0.627433670049884,0.191999712467917,-3.2678885920453,0.00108353007972037,0.0141770290804535,"ENSG00000271918","P.adj < 0.05","blue"
"SNHG14",2496.03555365707,0.128833518384549,0.0395972704874031,3.25359593726376,0.00113954239642093,0.0147718458795306,"SNHG14","P.adj < 0.05","blue"
"SNHG4",179.434634868628,-0.252375584371118,0.0777240446711868,-3.24707219546793,0.00116598808711144,0.014975993779413,"SNHG4","P.adj < 0.05","blue"
"FAM201A",21.6218697845091,-0.725696812339575,0.224264165384854,-3.23590178169671,0.00121259100064729,0.0154329763718745,"FAM201A","P.adj < 0.05","blue"
"PEG13",66.2345065861249,0.394430198780727,0.123120524632694,3.20361044559737,0.0013571597370344,0.01711733001665,"PEG13","P.adj < 0.05","blue"
"ERICD",36.5908716006546,0.522659346100514,0.165270010266503,3.16245727375288,0.00156443691089761,0.0195554613862201,"ERICD","P.adj < 0.05","blue"
"ENSG00000266371",60.507126183167,0.494327141452206,0.156660888859582,3.15539599609498,0.00160280399259239,0.0198577485807907,"ENSG00000266371","P.adj < 0.05","blue"
"LINC00472",38.1993911438615,-0.490897297851329,0.155903383990201,-3.14872766252581,0.00163982937108933,0.0201382554344303,"LINC00472","P.adj < 0.05","blue"
"ENSG00000277701",222.801143599767,0.228361438203366,0.0728446882473533,3.13490858012785,0.00171907675302505,0.0209278909063919,"ENSG00000277701","P.adj < 0.05","blue"
"LINC01128",261.751080596393,0.199949690939591,0.0644638936796813,3.10173152017677,0.00192392361439911,0.0232197677599893,"LINC01128","P.adj < 0.05","blue"
"ENSG00000275097",12.7852557051594,0.832332306737264,0.270000255670845,3.08270932806802,0.00205125407173586,0.0245449205164975,"ENSG00000275097","P.adj < 0.05","blue"
"ENSG00000255097",11.8858932187072,0.944128012987462,0.306801865252552,3.07732161996564,0.00208869807654662,0.0246153250553827,"ENSG00000255097","P.adj < 0.05","blue"
"LINC00662",335.955615087281,-0.180705549705614,0.0587791795451426,-3.0743122157197,0.00210988500474709,0.0246153250553827,"LINC00662","P.adj < 0.05","blue"
"ENSG00000279249",11.4554047492575,0.872218241043068,0.283665176371324,3.07481606378541,0.00210632411238223,0.0246153250553827,"ENSG00000279249","P.adj < 0.05","blue"
"ENSG00000272638",13.7754811491006,0.806933196942523,0.263655513633246,3.06055877922961,0.00220924391553085,0.0255614998491173,"ENSG00000272638","P.adj < 0.05","blue"
"ENSG00000232995",84.6006237696223,-0.332466854201875,0.108877449541249,-3.05358782376618,0.00226122524141896,0.0257375230730614,"ENSG00000232995","P.adj < 0.05","blue"
"ENSG00000251393",37.9736879134365,-0.502290241369956,0.164379376878712,-3.0556767576785,0.0022455320010279,0.0257375230730614,"ENSG00000251393","P.adj < 0.05","blue"
"LINC01484",25.5219970633618,-0.566179675976926,0.185946989519712,-3.04484454112071,0.002328006093923,0.0262839397700984,"LINC01484","P.adj < 0.05","blue"
"ENSG00000276900",17.2626002477372,-0.741627799708942,0.244371145284648,-3.03484193620765,0.00240661778048604,0.0269541191414437,"ENSG00000276900","P.adj < 0.05","blue"
"CARINH",72.3629641527822,-0.349025691968071,0.115349723956288,-3.02580431055331,0.00247972734133771,0.0271220177958812,"CARINH","P.adj < 0.05","blue"
"ENSG00000271551",37.7695420337294,-0.527628610675549,0.174363342550079,-3.02602945641517,0.00247788161913473,0.0271220177958812,"ENSG00000271551","P.adj < 0.05","blue"
"ENSG00000285886",28.427866851565,-0.557610352333009,0.184035731500959,-3.02990265958274,0.00244632568478976,0.0271220177958812,"ENSG00000285886","P.adj < 0.05","blue"
"ENSG00000279145",33.5727329437026,0.562691615771483,0.186859532145618,3.01130806285537,0.00260124797342849,0.0282305981612394,"ENSG00000279145","P.adj < 0.05","blue"
"LEISA1",192.477515761649,-0.240741720669436,0.0805194403731821,-2.9898583441921,0.00279106851298593,0.0300576609090792,"LEISA1","P.adj < 0.05","blue"
"ENSG00000272426",20.7705058360754,0.671304899097065,0.227288415045214,2.95353768454729,0.00314154249427416,0.0335737365800292,"ENSG00000272426","P.adj < 0.05","blue"
"LINC02693",89.6781993337852,0.339310859544693,0.115162316884089,2.94637055527642,0.00321526963202086,0.0338449434949564,"LINC02693","P.adj < 0.05","blue"
"LINC01415",53.3806730768737,0.427039403992617,0.144936247830673,2.94639477966562,0.00321501780599924,0.0338449434949564,"LINC01415","P.adj < 0.05","blue"
"ENSG00000274265",113.487897532789,-0.305054130274969,0.105466449318039,-2.89242818211377,0.00382276568398114,0.0396713900159545,"ENSG00000274265","P.adj < 0.05","blue"
"LINC00294",516.841145268007,0.139846199400694,0.0483527592875382,2.89220721756693,0.00382545546582418,0.0396713900159545,"LINC00294","P.adj < 0.05","blue"
"ENSG00000248783",48.5306025766951,-0.423158766749736,0.14660165920045,-2.88645277998626,0.00389611206096715,0.0401070359217206,"ENSG00000248783","P.adj < 0.05","blue"
"APTR",112.160744052582,0.278420478680256,0.0967952225959754,2.87638657377117,0.00402256737220629,0.0411065278911591,"APTR","P.adj < 0.05","blue"
"ENSG00000275038",23.8065763497284,-0.604267181129265,0.212344493800645,-2.84569272465603,0.00443149341097917,0.0449571795316728,"ENSG00000275038","P.adj < 0.05","blue"
"PURPL",18.5826086389105,-0.642589468108527,0.22689997615946,-2.83203849989358,0.00462522792943987,0.0465850295051497,"PURPL","P.adj < 0.05","blue"
"ENSG00000263276",17.7790480561673,0.648542132887746,0.229808151383114,2.82210238838117,0.00477099424918527,0.0477099424918527,"ENSG00000263276","P.adj < 0.05","blue"
"ENSG00000213062",19.8908765641696,0.628912960312973,0.224289180607486,2.80402718762254,0.00504686491633129,0.0489019047485956,"ENSG00000213062","P.adj < 0.05","blue"
"LINC01521",52.4741020592567,-0.410350576607823,0.146294451508529,-2.80496336242732,0.00503222994091258,0.0489019047485956,"LINC01521","P.adj < 0.05","blue"
"ENSG00000272688",17.7925896888828,0.658361770444118,0.234887546746694,2.80288069573183,0.00506484013467597,0.0489019047485956,"ENSG00000272688","P.adj < 0.05","blue"
"ENSG00000273891",23.6620418798652,0.621928319407441,0.221803394948022,2.80396212850207,0.0050478833970541,0.0489019047485956,"ENSG00000273891","P.adj < 0.05","blue"
"ENSG00000277534",120.368681907358,-0.266316996211698,0.0948166456579323,-2.80875783322354,0.00497330409535078,0.0489019047485956,"ENSG00000277534","P.adj < 0.05","blue"
"ENSG00000278002",15.7002149875907,0.695641132892552,0.248456907180725,2.79984622197099,0.00511269563011756,0.0490258485079766,"ENSG00000278002","P.adj < 0.05","blue"
"ENSG00000261476",18.162776947192,-0.602803712169431,0.217689671939426,-2.7690965161506,0.00562119805650041,0.0535352195857182,"ENSG00000261476","NS","grey80"
"LINC02897",19.2136555988783,-0.631535237295354,0.229524341635702,-2.7514956923293,0.00593238000395046,0.0561171081454773,"LINC02897","NS","grey80"
"MINCR",88.3201827822383,-0.323099200245299,0.117713087441207,-2.74480270009632,0.00605472870798545,0.0567107998911773,"MINCR","NS","grey80"
"ENSG00000272563",52.5602238045996,0.379936125962515,0.138478702031376,2.74364303238797,0.00607615713119757,0.0567107998911773,"ENSG00000272563","NS","grey80"
"ENSG00000270140",14.8933766190921,0.722383024713144,0.263555917698728,2.74090990261468,0.00612693056358323,0.0568059787352087,"ENSG00000270140","NS","grey80"
"ENSG00000266993",28.776125578119,0.518693328605796,0.189768432712172,2.73329616097169,0.00627039222453666,0.0573761380022962,"ENSG00000266993","NS","grey80"
"LINC01607",13.2280529643579,-0.741276633610337,0.271182740402282,-2.73349488433778,0.00626660968032985,0.0573761380022962,"LINC01607","NS","grey80"
"ST20",111.339418521913,0.304041286261569,0.11132674488907,2.73107137520751,0.00631287980519972,0.0573898164109065,"ST20","NS","grey80"
"MIR34AHG",176.18029173168,-0.225646150002658,0.0828430670137813,-2.72377832130624,0.00645398101308815,0.058162588288715,"MIR34AHG","NS","grey80"
"ENSG00000229422",70.8655481742865,-0.331477810011436,0.121881554949714,-2.71967165292729,0.00653467685613066,0.058162588288715,"ENSG00000229422","NS","grey80"
"LINC01424",10.3245012622645,-0.8270111025617,0.304025587404437,-2.72020230146468,0.00652419883270795,0.058162588288715,"LINC01424","NS","grey80"
"ENSG00000260350",13.8494405279783,0.720397891461899,0.265028773777167,2.71818746770342,0.00656406353544069,0.058162588288715,"ENSG00000260350","NS","grey80"
"ENSG00000277245",14.9102024073676,0.697195453451806,0.257083243373243,2.71194436597173,0.00668898183732667,0.0588966954230021,"ENSG00000277245","NS","grey80"
"LINC02482",24.9106374837937,-0.532267141961576,0.196621482333662,-2.70706504520361,0.00678809560566384,0.0590269183101203,"LINC02482","NS","grey80"
"HEIH",89.591814599834,-0.295969501258018,0.109308712742733,-2.70764785195675,0.00677618802856183,0.0590269183101203,"HEIH","NS","grey80"
